track,race,driver,total_laps,s1_mean,s1_std,s1_best,s2_mean,s2_std,s2_best,s3_mean,s3_std,s3_best,lap_mean,lap_std,lap_best,lap_worst,consistency_score,best_to_avg_ratio,outlier_laps,avg_speed_kph,speed_std,top_speed_max,speed_variance,speed_range,speed_consistency,early_pace,mid_pace,late_pace,tire_degradation,pace_improvement,lap_to_lap_variance,first_vs_last_5,best_lap_position,laps_under_pressure,clutch_score,pressure_delta,pressure_consistency,fcy_lap_count,post_fcy_performance,restart_delta,flag_adaptation,avg_temp,temp_correlation,humidity_sensitivity,sector_balance,s1_ratio,s2_ratio,s3_ratio,track_relative_performance,finishing_position,is_top_finisher
barber,1,51,27,28.589074074074073,3.2559185508373227,27.03,44.253925925925934,2.9685139370233715,43.08,30.849703703703703,4.4002165402556725,29.111,103.69270370370371,8.409214597071546,99.41,134.145,0.1062787961400341,0.9586981190504849,2,129.1925925925926,8.883083574366156,184.3,78.90917378917379,34.7,0.10118299541589522,107.33633333333333,100.03077777777779,103.71100000000001,-3.625333333333316,3.625333333333316,8.177931759596397,-6.849400000000003,0.4074074074074074,0,3.3933956566107355,0,0.2814284989122432,2,17.261112641592,0,17.261112641592,30.16720930232558,0,0,0.4267795548313518,0.2757096020542179,0.4267795548313518,0.2975108431144304,0,20,0
barber,1,55,27,27.637851851851856,2.5207048267026066,26.702,43.714296296296304,3.638779294624195,42.494,29.616148148148152,2.1205261630022885,28.73,100.96829629629629,8.135624579185501,98.094,135.118,0.10946159086685635,0.9715326849938961,2,132.6185185185185,8.470538854761749,185.2,71.75002849002848,37.20000000000002,0.10559061267112631,105.98933333333333,98.36811111111109,98.54744444444444,-7.441888888888897,7.441888888888897,7.765972980499362,-13.290599999999984,0.2222222222222222,0,2.0955055932481774,0,0.27789296500631366,2,17.73705601403869,0,17.73705601403869,30.16720930232558,0,0,0.43295071720349326,0.27372802023664194,0.43295071720349326,0.29332126255986474,0,4,0
barber,1,58,27,28.495888888888885,2.8506849829111025,27.232,44.52740740740741,2.7726877304724105,43.33,30.310777777777776,2.135489051055867,29.325,103.3340740740741,7.372001690001087,100.156,133.66,0.11944574750794992,0.9692446649127961,2,129.4777777777778,7.619273806166396,182.1,58.05333333333335,33.3,0.11601905479375543,107.839,101.12977777777778,101.03344444444446,-6.805555555555543,6.805555555555543,5.89206027594632,-12.860200000000006,0.2222222222222222,0,2.0594117604891897,0,0.27152900397562446,2,18.181888420307104,0,18.181888420307104,30.16720930232558,0,0,0.4309073053239762,0.27576468985885405,0.4309073053239762,0.29332800481716975,0,18,0
barber,1,7,27,27.745777777777775,2.5245186644545705,26.824,43.85048148148148,3.508634057801832,42.701,29.76596296296296,2.14713978767249,28.75,101.36222222222221,8.008462866691676,98.581,135.09,0.11100672942744184,0.972561550435183,2,132.08148148148146,8.313012831469848,185.2,69.10618233618233,36.599999999999994,0.1073766371953095,106.2238888888889,98.863,98.99977777777778,-7.224111111111114,7.224111111111114,7.589047562010767,-13.165800000000004,0.2962962962962963,0,2.185451516015173,0,0.05091168824543335,2,17.667165897191516,0,17.667165897191516,30.16720930232558,0,0,0.4326116823420224,0.2737289807730252,0.4326116823420224,0.2936593368849524,0,8,0
barber,1,72,27,27.555518518518518,2.5194608912099,26.643,43.802925925925926,3.7400227572932265,42.482,29.593037037037035,2.165418177440764,28.587,100.95148148148147,8.305571806232852,97.737,134.893,0.10746249890094901,0.9681581544489654,2,132.67777777777778,8.590483703285297,185.2,73.79641025641027,37.500000000000014,0.10427002755423503,105.43455555555555,98.58566666666667,98.83422222222222,-6.6003333333333245,6.6003333333333245,8.46442955068217,-12.527999999999992,0.2222222222222222,0,2.055424498017007,0,0.003535533905929522,2,16.206995550429166,0,16.206995550429166,30.16720930232558,0,0,0.43390077374903235,0.27295803998253654,0.43390077374903235,0.2931411862684311,0,3,1
barber,1,80,27,28.846962962962962,4.049291813500627,26.94,44.32311111111112,2.9648776642726027,43.179,30.34062962962963,2.1759051370044067,29.163,103.51070370370371,7.936010399607479,99.807,134.337,0.11190676322891542,0.9642191235188058,1,129.34444444444446,8.301822475231353,183.1,68.92025641025641,34.3,0.10750581433506967,109.27688888888889,100.56377777777779,100.69144444444444,-8.585444444444448,8.585444444444448,8.190231372424474,-12.625399999999999,0.14814814814814814,0,3.2839151721292885,0,0.26092240225783586,2,17.239470009417737,0,17.239470009417737,30.16720930232558,0,0,0.4281983362608054,0.2786857970315469,0.4281983362608054,0.29311586670764767,0,19,0
barber,1,88,13,29.250615384615383,4.316825174794966,26.908,45.157000000000004,3.7663222998923853,43.148,49.33730769230769,66.75048607985889,28.783,123.74492307692307,66.39352642321582,98.845,341.969,0.014838220420760155,0.7987802452190735,1,120.51538461538462,26.824393318826,183.1,719.548076923077,95.80000000000001,0.035939687472840584,117.357,99.333,160.56425000000002,43.207250000000016,-43.207250000000016,70.77070027801696,34.610999999999976,0.46153846153846156,0,-176.34992329133627,0,0.0,2,1.1922336818741817,0,1.1922336818741817,30.16720930232558,0,0,0.39870167167697323,0.23637830674016774,0.3649200215828591,0.39870167167697323,0,22,0
barber,1,93,27,28.111481481481487,2.8329198225148766,26.986,44.20288888888889,2.9688778290968068,43.149,30.16266666666666,2.110610392935947,29.131,102.47703703703704,7.607509081273085,99.332,133.99,0.11617762938823366,0.9693098363499681,2,130.59259259259258,7.908414502478985,184.3,62.54301994301993,34.599999999999994,0.11225342059709115,107.15022222222223,100.16733333333333,100.11355555555556,-7.036666666666662,7.036666666666662,6.2786450259222715,-13.181600000000003,0.18518518518518517,0,2.5903725495865455,0,0.053033008588993076,2,18.454422253057317,0,18.454422253057317,30.16720930232558,0,0,0.43134433007575324,0.2743198114844157,0.43134433007575324,0.29433585843983107,0,15,0
barber,1,98,27,27.72740740740741,2.5204571053566887,26.768,43.79737037037036,3.5983783436019765,42.519,29.590888888888887,2.1442373995528166,28.746,101.11566666666666,8.131778034353863,98.086,135.129,0.10950769896486616,0.9700376136899328,2,132.44074074074075,8.439661826038513,187.2,71.22789173789174,37.30000000000001,0.10593599838943214,106.04833333333333,98.64422222222221,98.65444444444444,-7.393888888888895,7.393888888888895,7.8944836971530545,-13.182200000000009,0.2222222222222222,0,2.041886024915348,0,0.05091168824543335,2,17.19529200463981,0,17.19529200463981,30.16720930232558,0,0,0.4331412907037521,0.27421475149654434,0.4331412907037521,0.29264395779970354,0,7,0
barber,2,3,28,27.242678571428574,0.7902681707787753,26.886,43.127464285714275,0.2611767504460249,42.811,29.281928571428576,0.2707438215938028,28.967,99.65207142857143,1.1595289250563463,98.92,105.342,0.46306395269695594,0.9926537259278533,1,133.73928571428573,1.4788231771980005,185.2,2.1869179894179887,8.199999999999989,0.4034172381470045,100.01866666666666,99.37477777777777,99.58611111111112,-0.43255555555553826,0.43255555555553826,1.2235156132393479,-0.8362000000000052,0.17857142857142858,0,-0.04107147081022057,0,0.3111269837220793,0,0.0,0,0.0,24.544545454545457,0,0,0.43278040955352504,0.2733779456953443,0.43278040955352504,0.29384164475113056,0,14,0
barber,2,111,28,27.01789285714286,0.4524404883547068,26.759,42.93196428571429,0.43092583207707885,42.518,28.945178571428574,0.12679001408611695,28.667,98.8950357142857,0.7754018543402437,98.304,102.031,0.5632527630605689,0.994023605836058,1,134.75,1.042255389190337,185.2,1.086296296296301,5.0,0.4896547245231927,99.17966666666666,98.78533333333333,98.77088888888889,-0.4087777777777717,0.4087777777777717,1.0224473781205783,-0.5143999999999807,0.21428571428571427,0,0.07182940354145974,0,0.34365389565666504,0,0.0,0,0.0,24.544545454545457,0,0,0.4341164748627784,0.27319766520130834,0.4341164748627784,0.2926858599359133,0,10,0
barber,2,113,24,27.442833333333336,1.9168903410759177,26.69,43.281625,1.8385188701423674,42.627,48.24204166666666,75.81063074098523,28.633,118.9665,76.18939974711762,98.382,461.864,0.012955146733568706,0.8269722989244872,1,126.77499999999999,25.29922236302755,185.2,640.0506521739132,106.5,0.03802393797794714,113.86325,98.799,144.23725000000002,30.374000000000024,-30.374000000000024,81.62329317298563,48.776799999999966,0.5,0,-136.0559485233238,0,256.0242735845568,0,0.0,0,0.0,24.544545454545457,0,0,0.40550946414887096,0.2306769832964182,0.36381355255471076,0.40550946414887096,0,22,0
barber,2,13,28,26.720857142857145,0.18290975598906362,26.544,42.37935714285714,0.11307035315194085,42.197,28.65028571428571,0.19810918372768258,28.332,97.7505,0.3192917509460937,97.35,98.812,0.7579824548155308,0.9959028342566022,1,136.3357142857143,0.44155808788147727,185.2,0.1949735449735464,2.0,0.6936938638869601,97.57766666666666,97.66844444444445,98.00788888888889,0.43022222222222695,-0.43022222222222695,0.3347276394213569,0.46820000000001016,0.03571428571428571,0,-0.6419404504324763,0,0.6137686860699197,0,0.0,0,0.0,24.544545454545457,0,0,0.4335461930410293,0.2733577541072132,0.4335461930410293,0.2930960528517574,0,1,1
barber,2,18,27,27.849703703703703,0.9142633779259255,27.28,43.68937037037037,0.718352396280659,43.142,30.198148148148153,1.7217902959889821,29.29,101.73722222222223,2.1488131309620364,100.29599999999999,109.714,0.3175799764575031,0.9858338748518786,2,131.03333333333333,2.6172504656604803,185.2,6.85,11.400000000000006,0.27645307105307354,101.59699999999998,101.00788888888889,102.60677777777776,1.009777777777785,-1.009777777777785,2.501385570807938,1.6194000000000273,0.2222222222222222,0,0.24103491019894932,0,0.04242640687118441,0,0.0,0,0.0,24.544545454545457,0,0,0.42943348969112505,0.27374153820390584,0.42943348969112505,0.29682497210496905,0,16,0
barber,2,2,28,26.89178571428572,0.42353594076736006,26.629,42.59689285714286,0.1867502470196624,42.314,28.844178571428564,0.22378396552817026,28.565,98.33285714285715,0.5576205874756786,97.678,100.686,0.6420048682205893,0.9933404035854894,1,135.51428571428573,0.7575370841499662,189.1,0.5738624338624331,4.099999999999994,0.568978036946316,98.512,98.20822222222222,98.28699999999998,-0.22500000000002274,0.22500000000002274,0.6361314168371045,-0.3592000000000013,0.5714285714285714,0,-0.15065448258827985,0,0.0975807358037372,0,0.0,0,0.0,24.544545454545457,0,0,0.4331908386965555,0.2734771112693041,0.4331908386965555,0.29333205003414053,0,3,1
barber,2,21,28,26.902928571428568,0.5834828969261144,26.618,42.80264285714286,0.2883001540686004,42.515,28.955071428571433,0.13335470066884117,28.734,98.66064285714286,0.866303822090906,98.074,102.824,0.5358184386503876,0.9940539323467383,1,135.07500000000002,1.141676804496757,185.2,1.3034259259259262,6.300000000000011,0.4669238598001141,99.12222222222222,98.41122222222222,98.48877777777777,-0.63344444444445,0.63344444444445,0.9640962746430618,-0.7765999999999877,0.5357142857142857,0,-0.11185528460110805,0,0.3535533905932738,0,0.0,0,0.0,24.544545454545457,0,0,0.4338370561716244,0.27268146438477053,0.4338370561716244,0.29348147944360503,0,7,0
barber,2,22,28,26.681785714285713,0.29634456385953917,26.505,42.37489285714286,0.14834477840633012,42.098,28.70217857142857,0.17214529900132056,28.479,97.75885714285714,0.4892682150348494,97.304,99.658,0.6714707195819657,0.9953471515916718,1,136.31071428571428,0.6718351240166285,189.1,0.4513624338624386,3.200000000000017,0.5981451075136365,97.7208888888889,97.59511111111111,97.95333333333333,0.23244444444443957,-0.23244444444443957,0.43475886167652533,0.09740000000000748,0.35714285714285715,0,-0.5131431276961508,0,0.5267945519839811,0,0.0,0,0.0,24.544545454545457,0,0,0.4334634640339494,0.2729347139901097,0.4334634640339494,0.29360182197594076,0,2,1
barber,2,31,27,27.437851851851853,1.9584547225516598,26.693,42.75555555555555,0.3822618246229962,42.37,32.425444444444445,17.595668176119442,28.629,102.61885185185186,17.704708360519643,97.882,190.544,0.053462474833914954,0.953840334730208,1,131.95185185185187,12.706944508670789,186.2,161.46643874643874,66.19999999999999,0.07295571958925028,99.66422222222224,108.5308888888889,99.66144444444446,-0.0027777777777799884,0.0027777777777799884,24.974047723463777,-1.497799999999998,0.5925925925925926,0,3.9708608879532226,0,0.5798275605729741,0,0.0,0,0.0,24.544545454545457,0,0,0.41664425964617724,0.26737632858593235,0.41664425964617724,0.31597941176789046,0,17,0
barber,2,41,28,27.18928571428572,1.7706125714867378,26.619,42.68603571428571,0.36944668157814137,42.346,29.683249999999997,3.510540621286656,28.713,99.55857142857143,3.90712791577964,97.945,116.825,0.20378519108587798,0.9837927422479229,2,134.02142857142857,4.629243370130177,185.2,21.429894179894198,21.900000000000006,0.17764376742106905,102.157,98.2551111111111,98.44288888888889,-3.7141111111111087,3.7141111111111087,4.389067154877958,-1.0857999999999919,0.6428571428571429,0,0.8382717998019767,0,0.36769552621701196,0,0.0,0,0.0,24.544545454545457,0,0,0.42875299536525513,0.2730983914709217,0.42875299536525513,0.29814861316382313,0,12,0
barber,2,46,28,26.971750000000004,0.4570658129934982,26.675,42.712714285714284,0.24134973196938317,42.432,28.811928571428574,0.173643510627575,28.62,98.49639285714285,0.6988450969826723,97.91,101.479,0.5886351862074448,0.9940465550043711,1,135.3,0.9455549027285893,188.2,0.894074074074072,4.799999999999983,0.5139921770377831,98.57866666666666,98.45433333333334,98.5081111111111,-0.0705555555555577,0.0705555555555577,0.7815408515004857,-0.3761999999999972,0.42857142857142855,0,0.309039598621981,0,0.06929646455628094,0,0.0,0,0.0,24.544545454545457,0,0,0.4336474976059674,0.2738349011330727,0.4336474976059674,0.2925176012609599,0,5,0
barber,2,47,28,26.992428571428572,0.4278458902690383,26.616,42.783821428571436,0.4308979473208144,42.404,28.838785714285713,0.19027024779446503,28.595,98.61503571428571,0.7031236381527066,97.968,100.89099999999999,0.5871564328028763,0.993438772195344,2,135.12857142857143,0.942752920325933,190.1,0.8887830687830751,3.9000000000000057,0.5147334946907357,98.54266666666666,98.54144444444445,98.79966666666665,0.2569999999999908,-0.2569999999999908,0.7883290019938474,0.2809999999999917,0.14285714285714285,0,-1.0707944058081513,0,1.0748023074035495,0,0.0,0,0.0,24.544545454545457,0,0,0.4338468380473712,0.2737151426850658,0.4338468380473712,0.29243801926756313,0,6,0
barber,2,5,28,26.971607142857142,0.669081921534925,26.638,42.83253571428571,0.3532887269687144,42.56,29.126714285714286,0.25457151467643846,28.865,98.93085714285714,1.1432063652949096,98.185,104.46600000000001,0.4665906261725748,0.9924608240098425,1,134.71785714285713,1.4807539549608764,185.2,2.192632275132277,8.099999999999994,0.4031032573787717,99.27988888888889,98.75633333333333,98.79599999999999,-0.4838888888888988,0.4838888888888988,1.2248344396523185,-0.8944000000000045,0.5714285714285714,0,-0.1583356918829444,0,0.3585031380615831,0,0.0,0,0.0,24.544545454545457,0,0,0.4329542566525539,0.27263088506258343,0.4329542566525539,0.29441485828486275,0,11,0
barber,2,51,28,27.254928571428568,0.7171063730469494,26.729,43.08964285714285,0.35151241633259367,42.703,29.24717857142857,0.5284875732497079,28.761,99.59175,1.2065727288481194,98.345,104.76599999999999,0.45319149780393714,0.987481392786049,1,133.82142857142858,1.5687591564689884,185.2,2.4610052910052924,8.299999999999997,0.3892930162337983,99.67666666666666,99.13166666666667,100.00755555555556,0.330888888888893,-0.330888888888893,1.2749891044727473,0.24980000000000757,0.14285714285714285,0,-0.6258048482931555,0,0.6052834046956808,0,0.0,0,0.0,24.544545454545457,0,0,0.432662774347703,0.27366652932023555,0.432662774347703,0.2936706963320614,0,13,0
barber,2,55,26,26.938499999999998,0.39797138088058526,26.639,42.54626923076923,0.18155694592987806,42.261,28.896076923076922,0.22559413522109523,28.691,98.38084615384615,0.49997933495757235,97.792,99.968,0.6666758512565012,0.9940146260490043,1,135.45,0.6848357467305565,185.2,0.4689999999999989,3.0,0.593529667174092,98.465875,98.51825,98.22200000000001,-0.24387499999998852,0.24387499999998852,0.47513804309905744,-0.5180000000000149,0.11538461538461539,0,0.3098633176720494,0,0.1979898987322341,0,0.0,0,0.0,24.544545454545457,0,0,0.432464965428699,0.2738185434782099,0.432464965428699,0.29371649109309117,0,20,0
barber,2,58,27,27.88311111111111,2.3689647419744233,26.859,43.73733333333334,2.7033399854482,42.775,33.25948148148149,19.212963514993984,28.977,104.87992592592593,23.187145720993986,98.84,220.18,0.04134427482826214,0.9424110393614143,1,130.07037037037037,14.265742042087963,185.2,203.51139601139604,74.30000000000001,0.06550615078146739,114.291,100.91344444444444,99.43533333333335,-14.85566666666665,14.85566666666665,31.933296705091138,-1.4369999999999976,0.2222222222222222,0,5.106244954547686,0,0.24112341238460844,0,0.0,0,0.0,24.544545454545457,0,0,0.4170229235690338,0.2658574638087011,0.4170229235690338,0.31711961262226507,0,19,0
barber,2,7,28,26.972500000000004,0.5900547055617434,26.65,42.85785714285714,0.30357691249326196,42.476,29.031964285714285,0.20412749867248614,28.82,98.8623214285714,0.9224661010963813,98.237,103.295,0.5201652187415428,0.9936748255600775,1,134.79642857142855,1.21609031793517,186.2,1.4788756613756633,6.599999999999994,0.4512451464215341,99.2128888888889,98.63822222222221,98.77433333333333,-0.4385555555555669,0.4385555555555669,1.0652168606034937,-0.5979999999999848,0.39285714285714285,0,0.19301734555086925,0,0.10677312395916602,0,0.0,0,0.0,24.544545454545457,0,0,0.43351052780833377,0.27282891611530474,0.43351052780833377,0.2936605560763616,0,8,0
barber,2,72,28,26.86760714285714,0.3130114587046665,26.586,42.639178571428566,0.1752974305386105,42.392,28.982785714285715,0.2352282354466035,28.714,98.48957142857144,0.4267356219080991,97.945,99.632,0.700900702726278,0.9944707706544709,2,135.28928571428568,0.5883682933989982,189.1,0.34617724867724964,2.3000000000000114,0.6295769086778162,98.43966666666665,98.43755555555556,98.56166666666667,0.1220000000000141,-0.1220000000000141,0.45417279302697866,0.06939999999998747,0.4642857142857143,0,0.06759236293328384,0,0.1513208511739202,0,0.0,0,0.0,24.544545454545457,0,0,0.43293089768749987,0.2727964672111768,0.43293089768749987,0.2942726351013233,0,4,0
barber,2,80,27,27.713962962962963,2.106105200117058,26.912,43.370999999999995,0.6741537144963532,42.798,32.81125925925925,17.33293555986715,29.014,103.89622222222222,17.934575542002516,99.00999999999999,192.736,0.052813436339341366,0.9529701646728679,1,130.34074074074073,12.623094197640574,185.2,159.34250712250713,65.5,0.07340476293360675,110.69455555555555,101.15288888888888,99.84122222222221,-10.853333333333339,10.853333333333339,24.856303434433194,-1.0585999999999984,0.2222222222222222,0,3.8444345105051387,0,0.30547012947258,0,0.0,0,0.0,24.544545454545457,0,0,0.41744539957607274,0.2667465897237914,0.41744539957607274,0.3158080107001359,0,18,0
